date,avg_temp
1928-03-01,4.959
1928-04-01,8.244
1928-05-01,11.169
1928-06-01,13.113
1928-07-01,14.31
1928-08-01,13.687
1928-09-01,12.03
1928-10-01,9.486
1928-11-01,6.336
1928-12-01,3.873
1929-01-01,2.054
1929-02-01,2.172
1929-03-01,5.099
1929-04-01,8.094
1929-05-01,10.915
1929-06-01,12.928
1929-07-01,13.957
1929-08-01,13.68
1929-09-01,11.807
1929-10-01,9.46
1929-11-01,6.172
1929-12-01,2.571
1930-01-01,2.401
1930-02-01,3.152
1930-03-01,5.483
1930-04-01,8.182
1930-05-01,11.105
1930-06-01,13.347
1930-07-01,14.465
1930-08-01,13.928
1930-09-01,11.874
1930-10-01,9.261
1930-11-01,6.574
1930-12-01,3.831
1931-01-01,2.761
1931-02-01,2.708
1931-03-01,5.22
1931-04-01,8.163
1931-05-01,11.02
1931-06-01,13.573
1931-07-01,14.576
1931-08-01,14.12
1931-09-01,12.283
1931-10-01,9.937
1931-11-01,6.243
1931-12-01,4.027
1932-01-01,3.604
1932-02-01,2.989
1932-03-01,4.94
1932-04-01,8.769
1932-05-01,11.239
1932-06-01,13.383
1932-07-01,14.372
1932-08-01,13.74
1932-09-01,12.31
1932-10-01,9.682
1932-11-01,5.908
1932-12-01,3.527
1933-01-01,2.169
1933-02-01,2.657
1933-03-01,4.869
1933-04-01,8.125
1933-05-01,11.047
1933-06-01,13.11
1933-07-01,14.236
1933-08-01,13.76
1933-09-01,11.854
1933-10-01,9.238
1933-11-01,5.89
1933-12-01,3.104
1934-01-01,2.476
1934-02-01,3.699
1934-03-01,4.818
1934-04-01,8.016
1934-05-01,11.478
1934-06-01,13.402
1934-07-01,14.343
1934-08-01,13.778
1934-09-01,11.727
1934-10-01,9.421
1934-11-01,6.397
1934-12-01,3.985
1935-01-01,2.175
1935-02-01,4.125
1935-03-01,5.399
1935-04-01,7.771
1935-05-01,10.906
1935-06-01,13.326
1935-07-01,14.331
1935-08-01,13.775
1935-09-01,11.999
1935-10-01,9.516
1935-11-01,5.443
1935-12-01,3.423
1936-01-01,2.249
1936-02-01,2.506
1936-03-01,5.031
1936-04-01,8.127
1936-05-01,11.251
1936-06-01,13.363
1936-07-01,14.629
1936-08-01,13.86
1936-09-01,12.021
1936-10-01,9.457
1936-11-01,6.233
1936-12-01,3.921
1937-01-01,2.453
1937-02-01,3.553
1937-03-01,4.851
1937-04-01,8.14
1937-05-01,11.422
1937-06-01,13.603
1937-07-01,14.375
1937-08-01,14.007
1937-09-01,12.413
1937-10-01,9.729
1937-11-01,6.356
1937-12-01,3.478
1938-01-01,2.91
1938-02-01,3.417
1938-03-01,5.651
1938-04-01,8.913
1938-05-01,11.456
1938-06-01,13.321
1938-07-01,14.482
1938-08-01,13.963
1938-09-01,12.427
1938-10-01,9.784
1938-11-01,6.53
1938-12-01,3.51
1939-01-01,2.932
1939-02-01,3.232
1939-03-01,4.926
1939-04-01,8.328
1939-05-01,11.524
1939-06-01,13.531
1939-07-01,14.395
1939-08-01,13.932
1939-09-01,11.958
1939-10-01,9.218
1939-11-01,6.189
1939-12-01,4.959
1940-01-01,2.335
1940-02-01,3.423
1940-03-01,5.424
1940-04-01,8.756
1940-05-01,11.338
1940-06-01,13.583
1940-07-01,14.571
1940-08-01,13.811
1940-09-01,12.268
1940-10-01,9.457
1940-11-01,6.076
1940-12-01,4.134
1941-01-01,2.735
1941-02-01,3.67
1941-03-01,5.213
1941-04-01,8.575
1941-05-01,11.493
1941-06-01,13.63
1941-07-01,14.694
1941-08-01,14.028
1941-09-01,11.816
1941-10-01,9.71
1941-11-01,5.953
1941-12-01,3.707
1942-01-01,3.103
1942-02-01,2.857
1942-03-01,5.308
1942-04-01,8.416
1942-05-01,11.338
1942-06-01,13.578
1942-07-01,14.242
1942-08-01,13.786
1942-09-01,12.146
1942-10-01,9.627
1942-11-01,6.395
1942-12-01,3.945
1943-01-01,2.396
1943-02-01,3.513
1943-03-01,5.138
1943-04-01,8.638
1943-05-01,11.485
1943-06-01,13.161
1943-07-01,14.46
1943-08-01,13.774
1943-09-01,12.096
1943-10-01,9.907
1943-11-01,6.26
1943-12-01,4.233
1944-01-01,3.504
1944-02-01,3.591
1944-03-01,5.531
1944-04-01,8.434
1944-05-01,11.334
1944-06-01,13.478
1944-07-01,14.468
1944-08-01,14.017
1944-09-01,12.45
1944-10-01,9.808
1944-11-01,6.091
1944-12-01,3.434
1945-01-01,2.525
1945-02-01,2.646
1945-03-01,5.184
1945-04-01,8.681
1945-05-01,11.097
1945-06-01,13.328
1945-07-01,14.213
1945-08-01,14.313
1945-09-01,12.225
1945-10-01,9.575
1945-11-01,6.073
1945-12-01,3.158
1946-01-01,2.979
1946-02-01,3.461
1946-03-01,5.236
1946-04-01,8.837
1946-05-01,11.355
1946-06-01,13.298
1946-07-01,14.409
1946-08-01,13.834
1946-09-01,12.064
1946-10-01,9.281
1946-11-01,6.235
1946-12-01,3.134
1947-01-01,2.597
1947-02-01,3.277
1947-03-01,5.801
1947-04-01,8.686
1947-05-01,11.329
1947-06-01,13.459
1947-07-01,14.349
1947-08-01,13.827
1947-09-01,12.166
1947-10-01,10.011
1947-11-01,6.407
1947-12-01,3.656
1948-01-01,3.366
1948-02-01,3.22
1948-03-01,4.919
1948-04-01,8.499
1948-05-01,11.537
1948-06-01,13.664
1948-07-01,14.445
1948-08-01,13.896
1948-09-01,12.155
1948-10-01,9.584
1948-11-01,6.185
1948-12-01,3.491
1949-01-01,3.219
1949-02-01,2.759
1949-03-01,5.077
1949-04-01,8.344
1949-05-01,11.309
1949-06-01,13.223
1949-07-01,14.199
1949-08-01,13.826
1949-09-01,11.957
1949-10-01,9.531
1949-11-01,6.148
1949-12-01,3.449
1950-01-01,2.008
1950-02-01,2.721
1950-03-01,5.247
1950-04-01,8.123
1950-05-01,11.297
1950-06-01,13.382
1950-07-01,14.14
1950-08-01,13.46
1950-09-01,11.952
1950-10-01,9.153
1950-11-01,5.372
1950-12-01,3.528
1951-01-01,2.138
1951-02-01,2.332
1951-03-01,5.091
1951-04-01,8.367
1951-05-01,11.438
1951-06-01,13.25
1951-07-01,14.324
1951-08-01,14.021
1951-09-01,12.324
1951-10-01,9.67
1951-11-01,6.225
1951-12-01,4.328
1952-01-01,3.049
1952-02-01,3.396
1952-03-01,4.967
1952-04-01,8.461
1952-05-01,11.352
1952-06-01,13.442
1952-07-01,14.549
1952-08-01,13.964
1952-09-01,12.238
1952-10-01,9.157
1952-11-01,5.425
1952-12-01,3.659
1953-01-01,2.964
1953-02-01,3.629
1953-03-01,5.712
1953-04-01,8.892
1953-05-01,11.514
1953-06-01,13.612
1953-07-01,14.392
1953-08-01,14.059
1953-09-01,12.199
1953-10-01,9.59
1953-11-01,5.924
1953-12-01,3.998
1954-01-01,2.059
1954-02-01,3.084
1954-03-01,5.148
1954-04-01,8.158
1954-05-01,10.988
1954-06-01,13.4
1954-07-01,14.241
1954-08-01,13.868
1954-09-01,12.098
1954-10-01,9.546
1954-11-01,6.579
1954-12-01,3.559
1955-01-01,3.412
1955-02-01,3.137
1955-03-01,4.585
1955-04-01,8.136
1955-05-01,11.192
1955-06-01,13.56
1955-07-01,14.242
1955-08-01,14.283
1955-09-01,11.954
1955-10-01,9.735
1955-11-01,5.973
1955-12-01,3.306
1956-01-01,2.466
1956-02-01,2.781
1956-03-01,4.889
1956-04-01,7.922
1956-05-01,10.721
1956-06-01,13.16
1956-07-01,14.18
1956-08-01,13.189
1956-09-01,11.783
1956-10-01,8.928
1956-11-01,5.738
1956-12-01,3.598
1957-01-01,2.488
1957-02-01,3.12
1957-03-01,5.036
1957-04-01,8.366
1957-05-01,11.259
1957-06-01,13.783
1957-07-01,14.129
1957-08-01,14.082
1957-09-01,12.312
1957-10-01,9.496
1957-11-01,6.391
1957-12-01,4.328
1958-01-01,3.574
1958-02-01,3.695
1958-03-01,5.453
1958-04-01,8.52
1958-05-01,11.519
1958-06-01,13.187
1958-07-01,14.438
1958-08-01,13.597
1958-09-01,11.845
1958-10-01,9.375
1958-11-01,6.26
1958-12-01,3.822
1959-01-01,2.959
1959-02-01,3.33
1959-03-01,5.854
1959-04-01,8.819
1959-05-01,11.323
1959-06-01,13.577
1959-07-01,14.449
1959-08-01,13.853
1959-09-01,11.946
1959-10-01,9.16
1959-11-01,5.752
1959-12-01,3.77
1960-01-01,2.713
1960-02-01,3.798
1960-03-01,4.303
1960-04-01,8.133
1960-05-01,10.872
1960-06-01,13.484
1960-07-01,14.198
1960-08-01,13.825
1960-09-01,12.095
1960-10-01,9.497
1960-11-01,5.828
1960-12-01,4.259
1961-01-01,2.926
1961-02-01,3.683
1961-03-01,5.589
1961-04-01,8.631
1961-05-01,11.624
1961-06-01,13.702
1961-07-01,14.288
1961-08-01,13.849
1961-09-01,12.247
1961-10-01,9.328
1961-11-01,6.205
1961-12-01,3.5
1962-01-01,3.003
1962-02-01,3.696
1962-03-01,5.53
1962-04-01,8.54
1962-05-01,11.128
1962-06-01,13.427
1962-07-01,14.205
1962-08-01,13.713
1962-09-01,12.018
1962-10-01,9.468
1962-11-01,6.283
1962-12-01,3.94
1963-01-01,2.901
1963-02-01,4.02
1963-03-01,5.097
1963-04-01,8.173
1963-05-01,11.045
1963-06-01,13.412
1963-07-01,14.506
1963-08-01,14.309
1963-09-01,12.555
1963-10-01,9.943
1963-11-01,6.561
1963-12-01,3.75
1964-01-01,2.881
1964-02-01,3.028
1964-03-01,4.865
1964-04-01,7.922
1964-05-01,10.905
1964-06-01,13.459
1964-07-01,14.301
1964-08-01,13.678
1964-09-01,11.604
1964-10-01,8.832
1964-11-01,5.983
1964-12-01,3.458
1965-01-01,2.862
1965-02-01,3.036
1965-03-01,5.182
1965-04-01,7.99
1965-05-01,11.222
1965-06-01,13.308
1965-07-01,14.078
1965-08-01,13.807
1965-09-01,11.73
1965-10-01,9.488
1965-11-01,5.86
1965-12-01,3.766
1966-01-01,2.49
1966-02-01,3.29
1966-03-01,5.527
1966-04-01,8.161
1966-05-01,11.2
1966-06-01,13.587
1966-07-01,14.569
1966-08-01,13.731
1966-09-01,12.133
1966-10-01,9.153
1966-11-01,5.969
1966-12-01,3.382
1967-01-01,2.71
1967-02-01,2.905
1967-03-01,5.396
1967-04-01,8.458
1967-05-01,11.632
1967-06-01,13.194
1967-07-01,14.331
1967-08-01,13.821
1967-09-01,12.054
1967-10-01,9.809
1967-11-01,6.176
1967-12-01,3.915
1968-01-01,2.353
1968-02-01,3.245
1968-03-01,6.117
1968-04-01,8.455
1968-05-01,11.068
1968-06-01,13.204
1968-07-01,14.026
1968-08-01,13.524
1968-09-01,11.62
1968-10-01,9.453
1968-11-01,5.891
1968-12-01,3.24
1969-01-01,1.966
1969-02-01,2.45
1969-03-01,5.131
1969-04-01,8.576
1969-05-01,11.354
1969-06-01,13.475
1969-07-01,14.218
1969-08-01,13.804
1969-09-01,12.048
1969-10-01,9.489
1969-11-01,6.42
1969-12-01,4.21
1970-01-01,2.836
1970-02-01,3.735
1970-03-01,5.272
1970-04-01,8.603
1970-05-01,11.206
1970-06-01,13.513
1970-07-01,14.395
1970-08-01,13.658
1970-09-01,12.277
1970-10-01,9.348
1970-11-01,6.047
1970-12-01,3.521
1971-01-01,2.967
1971-02-01,2.867
1971-03-01,5.001
1971-04-01,8.339
1971-05-01,11.211
1971-06-01,13.099
1971-07-01,14.139
1971-08-01,13.879
1971-09-01,12.139
1971-10-01,9.388
1971-11-01,6.295
1971-12-01,3.867
1972-01-01,1.882
1972-02-01,2.609
1972-03-01,5.287
1972-04-01,8.337
1972-05-01,11.155
1972-06-01,13.501
1972-07-01,14.231
1972-08-01,14.171
1972-09-01,11.901
1972-10-01,9.346
1972-11-01,5.797
1972-12-01,3.778
1973-01-01,3.038
1973-02-01,3.898
1973-03-01,5.82
1973-04-01,8.938
1973-05-01,11.769
1973-06-01,13.824
1973-07-01,14.435
1973-08-01,13.869
1973-09-01,12.125
1973-10-01,9.609
1973-11-01,6.222
1973-12-01,3.832
1974-01-01,2.261
1974-02-01,2.582
1974-03-01,5.19
1974-04-01,8.386
1974-05-01,11.198
1974-06-01,13.382
1974-07-01,14.288
1974-08-01,14.016
1974-09-01,11.744
1974-10-01,9.098
1974-11-01,5.915
1974-12-01,3.55
1975-01-01,3.059
1975-02-01,3.395
1975-03-01,5.706
1975-04-01,8.584
1975-05-01,11.742
1975-06-01,13.557
1975-07-01,14.351
1975-08-01,13.514
1975-09-01,12.152
1975-10-01,9.318
1975-11-01,5.893
1975-12-01,3.667
1976-01-01,2.884
1976-02-01,3.031
1976-03-01,4.517
1976-04-01,8.294
1976-05-01,10.942
1976-06-01,13.086
1976-07-01,14.155
1976-08-01,13.511
1976-09-01,11.895
1976-10-01,8.511
1976-11-01,5.66
1976-12-01,3.681
1977-01-01,2.492
1977-02-01,3.471
1977-03-01,5.702
1977-04-01,8.85
1977-05-01,11.78
1977-06-01,13.876
1977-07-01,14.631
1977-08-01,14.09
1977-09-01,11.862
1977-10-01,9.156
1977-11-01,6.544
1977-12-01,3.749
1978-01-01,2.705
1978-02-01,3.456
1978-03-01,5.607
1978-04-01,8.791
1978-05-01,11.414
1978-06-01,13.22
1978-07-01,14.364
1978-08-01,13.297
1978-09-01,12.03
1978-10-01,9.339
1978-11-01,6.35
1978-12-01,3.74
1979-01-01,2.679
1979-02-01,2.841
1979-03-01,5.474
1979-04-01,8.455
1979-05-01,11.199
1979-06-01,13.487
1979-07-01,14.114
1979-08-01,13.833
1979-09-01,12.247
1979-10-01,9.586
1979-11-01,6.286
1979-12-01,4.6
1980-01-01,2.956
1980-02-01,3.652
1980-03-01,5.367
1980-04-01,8.935
1980-05-01,11.77
1980-06-01,13.582
1980-07-01,14.742
1980-08-01,14.189
1980-09-01,12.321
1980-10-01,9.55
1980-11-01,6.684
1980-12-01,4.016
1981-01-01,3.785
1981-02-01,4.021
1981-03-01,6.239
1981-04-01,8.953
1981-05-01,11.565
1981-06-01,13.765
1981-07-01,14.738
1981-08-01,14.502
1981-09-01,12.236
1981-10-01,9.394
1981-11-01,6.273
1981-12-01,4.519
1982-01-01,2.558
1982-02-01,3.281
1982-03-01,4.873
1982-04-01,8.465
1982-05-01,11.348
1982-06-01,13.245
1982-07-01,14.545
1982-08-01,13.796
1982-09-01,12.039
1982-10-01,9.232
1982-11-01,5.961
1982-12-01,4.327
1983-01-01,3.445
1983-02-01,3.814
1983-03-01,5.699
1983-04-01,8.693
1983-05-01,11.729
1983-06-01,13.478
1983-07-01,14.408
1983-08-01,14.302
1983-09-01,12.698
1983-10-01,9.478
1983-11-01,6.765
1983-12-01,3.829
1984-01-01,2.941
1984-02-01,3.093
1984-03-01,5.671
1984-04-01,8.432
1984-05-01,11.976
1984-06-01,13.387
1984-07-01,14.429
1984-08-01,13.984
1984-09-01,12.015
1984-10-01,9.378
1984-11-01,5.811
1984-12-01,3.185
1985-01-01,3.01
1985-02-01,2.704
1985-03-01,5.451
1985-04-01,8.633
1985-05-01,11.426
1985-06-01,13.569
1985-07-01,13.973
1985-08-01,14.059
1985-09-01,11.98
1985-10-01,9.338
1985-11-01,5.968
1985-12-01,3.785
1986-01-01,3.315
1986-02-01,3.991
1986-03-01,5.755
1986-04-01,8.871
1986-05-01,11.581
1986-06-01,13.439
1986-07-01,14.293
1986-08-01,13.972
1986-09-01,11.817
1986-10-01,9.299
1986-11-01,5.919
1986-12-01,3.751
1987-01-01,3.139
1987-02-01,4.134
1987-03-01,5.245
1987-04-01,8.595
1987-05-01,11.525
1987-06-01,13.927
1987-07-01,14.89
1987-08-01,13.896
1987-09-01,12.447
1987-10-01,9.59
1987-11-01,6.056
1987-12-01,4.489
1988-01-01,3.454
1988-02-01,3.422
1988-03-01,5.931
1988-04-01,8.992
1988-05-01,11.852
1988-06-01,14.099
1988-07-01,14.798
1988-08-01,14.553
1988-09-01,12.681
1988-10-01,9.979
1988-11-01,6.295
1988-12-01,4.363
1989-01-01,2.71
1989-02-01,3.627
1989-03-01,5.792
1989-04-01,8.689
1989-05-01,11.28
1989-06-01,13.447
1989-07-01,14.612
1989-08-01,14.135
1989-09-01,12.403
1989-10-01,9.76
1989-11-01,6.179
1989-12-01,4.43
1990-01-01,3.243
1990-02-01,3.643
1990-03-01,6.73
1990-04-01,9.169
1990-05-01,11.831
1990-06-01,13.893
1990-07-01,14.784
1990-08-01,14.095
1990-09-01,12.195
1990-10-01,9.882
1990-11-01,6.92
1990-12-01,4.425
1991-01-01,3.195
1991-02-01,4.044
1991-03-01,5.574
1991-04-01,9.226
1991-05-01,11.616
1991-06-01,14.263
1991-07-01,14.987
1991-08-01,14.319
1991-09-01,12.677
1991-10-01,9.753
1991-11-01,6.44
1991-12-01,4.059
1992-01-01,3.579
1992-02-01,3.931
1992-03-01,5.952
1992-04-01,8.572
1992-05-01,11.535
1992-06-01,13.576
1992-07-01,14.139
1992-08-01,13.766
1992-09-01,11.672
1992-10-01,9.353
1992-11-01,5.889
1992-12-01,4.075
1993-01-01,3.301
1993-02-01,3.745
1993-03-01,5.923
1993-04-01,8.69
1993-05-01,11.475
1993-06-01,13.518
1993-07-01,14.595
1993-08-01,13.835
1993-09-01,11.93
1993-10-01,9.614
1993-11-01,5.738
1993-12-01,4.035
1994-01-01,3.024
1994-02-01,2.81
1994-03-01,5.731
1994-04-01,9.018
1994-05-01,11.684
1994-06-01,14.144
1994-07-01,14.658
1994-08-01,13.977
1994-09-01,12.516
1994-10-01,10.002
1994-11-01,6.788
1994-12-01,4.113
1995-01-01,3.54
1995-02-01,4.656
1995-03-01,5.956
1995-04-01,8.972
1995-05-01,11.57
1995-06-01,14.164
1995-07-01,15.116
1995-08-01,14.636
1995-09-01,12.565
1995-10-01,10.106
1995-11-01,6.761
1995-12-01,4.123
1996-01-01,2.862
1996-02-01,4.012
1996-03-01,5.524
1996-04-01,8.679
1996-05-01,11.588
1996-06-01,13.681
1996-07-01,14.827
1996-08-01,14.603
1996-09-01,12.294
1996-10-01,9.525
1996-11-01,6.547
1996-12-01,4.325
1997-01-01,3.165
1997-02-01,3.766
1997-03-01,6.012
1997-04-01,8.891
1997-05-01,11.593
1997-06-01,14.131
1997-07-01,14.565
1997-08-01,14.256
1997-09-01,12.685
1997-10-01,10.109
1997-11-01,6.841
1997-12-01,4.417
1998-01-01,3.352
1998-02-01,4.826
1998-03-01,6.023
1998-04-01,9.358
1998-05-01,12.291
1998-06-01,14.521
1998-07-01,15.34
1998-08-01,14.874
1998-09-01,12.673
1998-10-01,9.941
1998-11-01,6.404
1998-12-01,4.669
1999-01-01,3.544
1999-02-01,4.694
1999-03-01,5.53
1999-04-01,8.838
1999-05-01,11.706
1999-06-01,14.031
1999-07-01,14.853
1999-08-01,14.348
1999-09-01,12.723
1999-10-01,9.997
1999-11-01,6.592
1999-12-01,4.565
2000-01-01,2.95
2000-02-01,4.184
2000-03-01,6.219
2000-04-01,9.552
2000-05-01,11.874
2000-06-01,14.06
2000-07-01,14.848
2000-08-01,14.519
2000-09-01,12.547
2000-10-01,9.486
2000-11-01,6.312
2000-12-01,3.863
2001-01-01,3.336
2001-02-01,3.72
2001-03-01,6.208
2001-04-01,9.245
2001-05-01,12.271
2001-06-01,14.11
2001-07-01,15.161
2001-08-01,14.427
2001-09-01,12.736
2001-10-01,9.935
2001-11-01,7.319
2001-12-01,4.507
2002-01-01,4.026
2002-02-01,4.704
2002-03-01,6.772
2002-04-01,9.229
2002-05-01,12.248
2002-06-01,14.084
2002-07-01,15.354
2002-08-01,14.56
2002-09-01,12.95
2002-10-01,9.988
2002-11-01,6.892
2002-12-01,4.038
2003-01-01,3.981
2003-02-01,4.085
2003-03-01,6.048
2003-04-01,9.154
2003-05-01,12.153
2003-06-01,14.017
2003-07-01,14.983
2003-08-01,14.691
2003-09-01,12.911
2003-10-01,10.424
2003-11-01,6.727
2003-12-01,5.133
2004-01-01,3.525
2004-02-01,4.499
2004-03-01,6.321
2004-04-01,9.249
2004-05-01,11.571
2004-06-01,13.889
2004-07-01,14.312
2004-08-01,14.188
2004-09-01,12.642
2004-10-01,10.127
2004-11-01,7.315
2004-12-01,4.257
2005-01-01,3.808
2005-02-01,3.92
2005-03-01,6.544
2005-04-01,9.618
2005-05-01,12.226
2005-06-01,14.476
2005-07-01,15.19
2005-08-01,14.51
2005-09-01,13.217
2005-10-01,10.601
2005-11-01,7.423
2005-12-01,4.878
2006-01-01,3.286
2006-02-01,4.43
2006-03-01,6.329
2006-04-01,9.055
2006-05-01,11.786
2006-06-01,14.443
2006-07-01,15.042
2006-08-01,14.913
2006-09-01,12.875
2006-10-01,10.289
2006-11-01,6.955
2006-12-01,4.987
2007-01-01,4.579
2007-02-01,4.221
2007-03-01,6.485
2007-04-01,9.823
2007-05-01,12.518
2007-06-01,14.309
2007-07-01,15.23
2007-08-01,14.752
2007-09-01,12.93
2007-10-01,10.332
2007-11-01,7.084
2007-12-01,4.523
2008-01-01,2.844
2008-02-01,3.576
2008-03-01,6.906
2008-04-01,9.295
2008-05-01,12.054
2008-06-01,14.145
2008-07-01,15.174
2008-08-01,14.377
2008-09-01,12.802
2008-10-01,10.399
2008-11-01,7.224
2008-12-01,4.385
2009-01-01,3.687
2009-02-01,4.094
2009-03-01,6.086
2009-04-01,9.367
2009-05-01,12.112
2009-06-01,14.201
2009-07-01,15.231
2009-08-01,14.655
2009-09-01,13.153
2009-10-01,10.136
2009-11-01,7.031
2009-12-01,4.31
2010-01-01,3.737
2010-02-01,4.399
2010-03-01,6.738
2010-04-01,9.671
2010-05-01,12.406
2010-06-01,14.421
2010-07-01,15.213
2010-08-01,14.768
2010-09-01,12.863
2010-10-01,10.442
2010-11-01,7.487
2010-12-01,4.292
2011-01-01,3.282
2011-02-01,3.743
2011-03-01,6.101
2011-04-01,9.483
2011-05-01,11.986
2011-06-01,14.37
2011-07-01,15.482
2011-08-01,15.012
2011-09-01,12.912
2011-10-01,10.352
2011-11-01,6.814
2011-12-01,4.655
2012-01-01,3.157
2012-02-01,3.628
2012-03-01,6.023
2012-04-01,9.676
2012-05-01,12.59
2012-06-01,14.492
2012-07-01,15.076
2012-08-01,14.72
2012-09-01,13.04
2012-10-01,10.428
2012-11-01,7.156
2012-12-01,4.102
2013-01-01,3.685
2013-02-01,4.222
2013-03-01,6.261
2013-04-01,9.044
2013-05-01,12.195
2013-06-01,14.568
2013-07-01,15.003
2013-08-01,14.742
2013-09-01,13.154
2013-10-01,10.256
2013-11-01,7.424
2013-12-01,4.724
2014-01-01,3.732
2014-02-01,3.5
2014-03-01,6.378
2014-04-01,9.589
2014-05-01,12.582
2014-06-01,14.335
2014-07-01,14.873
2014-08-01,14.875
2014-09-01,13.091
2014-10-01,10.33
2014-11-01,6.713
2014-12-01,4.85
2015-01-01,3.881
2015-02-01,4.664
2015-03-01,6.74
2015-04-01,9.313
2015-05-01,12.312
2015-06-01,14.505
2015-07-01,15.051
2015-08-01,14.755
2015-09-01,12.999
2015-10-01,10.801
2015-11-01,7.433
2015-12-01,5.518